<<<<<<< HEAD
﻿faixa-etaria;genero;escolaridade;graduacao;atividade;conhece-chatgpt;utilizou-chatgpt;porque-utilizou-chatgpt;paraque-utilizou-chatgpt;grau-entendimento-perguntas;"percentual-resposta-errada
"; percentual-utilizadas;"utilidade
";"satisfatoria-experiencia
";"experiencia-com-chatgpt
";melhorias;utilizou-outros-ia  ;quais-ia;facilidade-uso-outras-ia;vantagem-desvantagem-outras-ia;beneficios-ia-profissao;outra-ia-facilite-trabalho;"o-que-deveria-propiciar
";quanto-ia-substituir;quando-ia-capacidade-substituir;quais-substituidos-ia;comentarios;;;;;;
40-49;Masculino;Mestrado;Jornalismo;Estudante de Doutorado;Sim;Sim;Assistência profissional;Geração de ideias, Criação de conteúdo, Curiosidades e fatos triviais;5;2;3;4;5;5;Aumento da exatidão nas respostas., Explicações mais detalhadas e justificativas., Trazer informações atualizadas e recentes., Incorporação de conhecimento especializado em áreas específicas., Integração de recursos multimídia/foto nas respostas., Fornecimento de referências e citações (reais).;Sim;Google Assistant, Alexa (Amazon), Cortana (Microsoft), Bixby (Samsung), Google Translate, Outro ChatBot (seja em website e/ou WhatsApp), Google Bard;Melhores;O ChatGPT tende a compreender melhor as solicitações do que os assistentes de voz, a exemplo da Amazon Alexa. Em contrapartida, o ChatGPT ainda tem uma defasagem em termos de atualização no comparativo com outras IAs, especialmente se for comparado a um concorrente direto como o Google Bard.;Aumento da produtividade, Melhoria da tomada de decisão, Otimização de tempo, Automatização de tarefas, Análise avançada de dados;Google Bard;Automatização de rotinas de maior demanda laboral, a exemplo da análise de grandes volumes de dados, gerando insights que podem ser adotados como base para a produção de conteúdo.;3;Hoje;No Jornalismo, a IA já pode substituir seres humanos em algumas funções, tais como as de redator e de gestor de redes sociais, em grande parte por estes cargos terem rotinas que são mais propícias para o uso de uma ferramenta de automatização.;Essa adequação a uma nova realidade tecnológica é importante para o setor, mas não deve ser adotada como algo de solução ŕapois.;;;;;;
35-39;Feminino;Pós Graduação (MBA);Nutrição ;Nutricionista ;Sim;Não;;;;;;;;;;;Alexa (Amazon), Google Translate;Piores;;Otimização de tempo, Automatização de tarefas;Não ;Análise avançada de dados;1;Não sei dizer;Não sei informar ;;;;;;;
25 -34;Feminino;Superior Completo;Ciencia da Computação ;Analista Financeira;Sim;Sim;Diversão/Curiosidade, Assistência profissional;Esclarecimento de dúvidas gerais, Revisão de textos;3;5;3;3;3;4;Aumento da exatidão nas respostas., Explicações mais detalhadas e justificativas., Trazer informações atualizadas e recentes., Identificação de informações incorretas ou falsas., Fornecimento de referências e citações (reais).;Não;;;;Aumento da produtividade, Redução de erros humanos, Otimização de tempo, Análise avançada de dados;Nao ;Nao;4;Em um futuro distante;;;;;;;;
>>>>>>> 55a8913c004d3bf7715bab79d038d735de0e8c3c
25 -34;Feminino;Pós Graduação (MBA);Jornalismo ;Marketing;Sim;Sim;Diversão/Curiosidade, Assistência profissional;Esclarecimento de dúvidas gerais, Geração de ideias, Criação de conteúdo, Curiosidades e fatos triviais, Tradução;4;2;2;4;4;4;Melhoria na compreensão de textos, Aumento da exatidão nas respostas., Explicações mais detalhadas e justificativas., Trazer informações atualizadas e recentes., Integração de recursos multimídia/foto nas respostas., Geração de respostas mais criativas e inovadoras., Fornecimento de referências e citações (reais)., Incorporação de recursos de voz para comunicação oral., Reconhecimento e resposta a comandos de voz., Interação com outros aplicativos (word, excel);Não;;;;Aumento da produtividade, Melhoria da tomada de decisão, Otimização de tempo, Análise avançada de dados;Não;Tal ferramenta deveria proporcionar uma produção de conteúdo menos enviesada. ;2;Em um futuro distante;A função de revisão de textos, por ser uma atividade mais técnica e menos criativa, é uma área que certamente será substituída em um futuro próximo.  ;;;;;;;
35-39;Feminino;Pós Graduação (MBA);Bacharel em História;Desempregado;Sim;Sim;Assistência profissional;Esclarecimento de dúvidas gerais, Geração de ideias;5;3;3;4;4;4;Detecção e correção de erros gramaticais e ortográficos.;Não;;;;Aumento da produtividade, Otimização de tempo;Não ;Sem opiniao formada;3;Não sei dizer;Redator. Hoje essa função seria substituída dentro de uma organização em que ela não seja atividade fim.;;;;;;;
40-49;Masculino;Superior Completo;Jornalismo;Designer;Sim;Sim;Assistência profissional;Revisão de textos, Geração de ideias, Criação de conteúdo, Tradução, Orientação de viagens;4;2;5;5;4;5;Trazer informações atualizadas e recentes., Incorporação de conhecimento especializado em áreas específicas., Habilidade de identificar sarcasmo e ironia., Geração de respostas mais criativas e inovadoras.;Sim;Google Assistant, Alexa (Amazon), Bixby (Samsung), Midjourney, DALL-E, Copilot;Iguais;Varia de cada uso.;Aumento da produtividade, Redução de erros humanos, Otimização de tempo;Dalle-e, Midjourney e Stabble;Mas existe.;2;Em um futuro distante;IA adicionada à robótica, poderá gerar profissionais que gerariam conteúdo (digitar, diagramar etc).;Alguns pontos são observáveis. Há diferenças entre versões pagas e gratuitas, no uso e no alcance de atualizações e recursos. Faltou falar sobre plugins das IA. ;;;;;;
40-49;Masculino;Mestrado;Letras;Ensino educação básica e Mestrado.;Sim;Sim;Assistência profissional;Ajuda com tarefas escolares, Revisão de textos, Geração de ideias, Tradução, Ajuda com resolução de problemas;5;2;4;5;4;5;Melhoria na compreensão de textos, Aumento da exatidão nas respostas., Explicações mais detalhadas e justificativas., Trazer informações atualizadas e recentes., Identificação de informações incorretas ou falsas., Aumento da capacidade de compreender e gerar conteúdo multilíngue., Integração de recursos multimídia/foto nas respostas., Fornecimento de referências e citações (reais)., Interação com outros aplicativos (word, excel), Integração de recursos de tradução em tempo real para conversas multilíngues.;Sim;Siri (Apple), Google Assistant, Alexa (Amazon), Google Translate, Shazam, Outro ChatBot (seja em website e/ou WhatsApp);Iguais;Trabalho com imagens.;Aumento da produtividade, Otimização de tempo;Não ;Auxílio em correção de trabalhos e atividades dos alunos.;1;Não sei dizer;;;;;;;;
<<<<<<< HEAD
50-59;Masculino;Mestrado;Comunicação Social - Jornalismo;Consultoria de Marketing, produção de conteúdo digital ;Sim;Sim;Diversão/Curiosidade, Assistência profissional;Geração de ideias, Criação de conteúdo;4;3;4;4;4;3;Melhoria na compreensão de textos, Aumento da exatidão nas respostas., Identificação de informações incorretas ou falsas., Geração de respostas mais criativas e inovadoras., Fornecimento de referências e citações (reais).;Sim;Siri (Apple), Google Assistant, Alexa (Amazon), Google Translate, Copilot;Muito melhores;O visual do Chat GPT é pouco atraente e pouco prático.;Aumento da produtividade, Otimização de tempo, Geração de ideias. ;Copilot, Gemini, DALL-E 2, fora as ferramentas básicas do Google, Apple, etc. ;Já citei;3;Em um futuro próximo;Produtores de conteúdo de texto/vídeo/áudio.;A IA não é opcional, seu uso vai ser cada vez maior e cabe a cada um entender como usá-la para melhorar sua atuação profissional e sua vida em geral.  ;;;;;;
25 -34;Feminino;Mestrado;Análise e desenvolvimento de sistemas ;Estudante;Sim;Sim;Assistência profissional;Tradução;5;2;4;5;4;4;Melhoria na compreensão de textos, Aumento da exatidão nas respostas.;Não;;;;Otimização de tempo;Nao;Produção de imagem;3;Em um futuro próximo;;;;;;;;
25 -34;Masculino;Pós Graduação (MBA);Engenharia Mecânica;Logística;Sim;Sim;Diversão/Curiosidade, Assistência profissional;Esclarecimento de dúvidas gerais, Suporte técnico, Revisão de textos, Curiosidades e fatos triviais, Tradução, Ajuda com resolução de problemas;5;3;4;3;4;4;Melhoria na compreensão de textos, Identificação de informações incorretas ou falsas., Capacidade de entender palavras correlatas profissionalmente (exemplo: planilha x tabela), Incorporação de conhecimento especializado em áreas específicas., Integração de recursos multimídia/foto nas respostas., Fornecimento de referências e citações (reais)., Interação com outros aplicativos (word, excel), Interação em caso de dúvida em relação à pergunta.;Sim;Google Assistant, Alexa (Amazon), Google Translate, Shazam, Outro ChatBot (seja em website e/ou WhatsApp);Piores;;Aumento da produtividade, Redução de erros humanos, Automatização de tarefas, Análise avançada de dados;Não;Ligação com erp para automação de processos logísticos e dados para cliente;3;Em um futuro próximo;Analistas de logística, assistentes de tarefas;;;;;;;
18 -24;Feminino;Superior Completo;Têxtil e Moda USP;Estilista e Designer gráfica ;Sim;Não;;;;;;;;;;;Siri (Apple), Google Translate, Shazam;Melhores;;Redução de erros humanos, Otimização de tempo, Automatização de tarefas, Análise avançada de dados;Algumas ferramentas dentro do Photoshop e Illustrator ;.;3;Em um futuro distante;Design gráfico, edição de imagem;;;;;;;
18 -24;Masculino;Superior Completo;Nao ;Free-lancer ;Sim;Sim;Assistência pessoal, Assistência profissional;Esclarecimento de dúvidas gerais, Revisão de textos, Geração de ideias, Criação de conteúdo;4;3;4;4;5;5;Melhoria na compreensão de textos, Aumento da exatidão nas respostas., Explicações mais detalhadas e justificativas., Trazer informações atualizadas e recentes., Identificação de informações incorretas ou falsas., Incorporação de conhecimento especializado em áreas específicas., Habilidade de identificar sarcasmo e ironia., Detecção e correção de erros gramaticais e ortográficos., Geração de respostas mais criativas e inovadoras., Reconhecimento e resposta a comandos de voz., Integração de recursos de tradução em tempo real para conversas multilíngues.;Não;;;;Redução de erros humanos;Não ;Nao entendi;1;Em um futuro distante;;;;;;;;
18 -24;Feminino;Superior Completo;Ciência da Computação ;Design Technology;Sim;Sim;Diversão/Curiosidade, Assistência pessoal, Assistência profissional;Esclarecimento de dúvidas gerais, Revisão de textos, Geração de ideias, Criação de conteúdo, Curiosidades e fatos triviais, Ajuda com resolução de problemas;3;3;3;4;3;4;Melhoria na compreensão de textos, Aumento da exatidão nas respostas., Capacidade de entender palavras correlatas profissionalmente (exemplo: planilha x tabela), Integração de recursos multimídia/foto nas respostas., Fornecimento de referências e citações (reais)., Interação com outros aplicativos (word, excel), Interação em caso de dúvida em relação à pergunta.;Sim;Alexa (Amazon), Bixby (Samsung), Midjourney, DALL-E, Google Translate, Shazam, Outro ChatBot (seja em website e/ou WhatsApp);Piores;;Aumento da produtividade, Redução de erros humanos, Automatização de tarefas;copilot;n/a;3;Em um futuro próximo;;;;;;;;
=======
50-59;Masculino;Mestrado;Comunicação Social - Jornalismo;Consultoria de Marketing, produção de conteúdo digital ;Sim;Sim;Diversão/Curiosidade, Assistência profissional;Geração de ideias, Criação de conteúdo;4;3;4;4;4;3;Melhoria na compreensão de textos, Aumento da exatidão nas respostas., Identificação de informações incorretas ou falsas., Geração de respostas mais criativas e inovadoras., Fornecimento de referências e citações (reais).;Sim;Siri (Apple), Google Assistant, Alexa (Amazon), Google Translate, Copilot;Muito melhores (que o Chat GPT);O visual do Chat GPT é pouco atraente e pouco prático.;Aumento da produtividade, Otimização de tempo, Geração de ideias. ;Copilot, Gemini, DALL-E 2, fora as ferramentas básicas do Google, Apple, etc. ;Já citei;3;Em um futuro próximo;Produtores de conteúdo de texto/vídeo/áudio.;A IA não é opcional, seu uso vai ser cada vez maior e cabe a cada um entender como usá-la para melhorar sua atuação profissional e sua vida em geral.  ;;;;;;
25 -34;Feminino;Mestrado;Análise e desenvolvimento de sistemas ;Estudante;Sim;Sim;Assistência profissional;Tradução;5;2;4;5;4;4;Melhoria na compreensão de textos, Aumento da exatidão nas respostas.;Não;;;;Otimização de tempo;Nao;Produção de imagem;3;Em um futuro próximo;;;;;;;;
25 -34;Masculino;Pós Graduação (MBA);Engenharia mecânica;Logística;Sim;Sim;Diversão/Curiosidade, Assistência profissional;Esclarecimento de dúvidas gerais, Suporte técnico, Revisão de textos, Curiosidades e fatos triviais, Tradução, Ajuda com resolução de problemas;5;3;4;3;4;4;Melhoria na compreensão de textos, Identificação de informações incorretas ou falsas., Capacidade de entender palavras correlatas profissionalmente (exemplo: planilha x tabela), Incorporação de conhecimento especializado em áreas específicas., Integração de recursos multimídia/foto nas respostas., Fornecimento de referências e citações (reais)., Interação com outros aplicativos (word, excel), Interação em caso de dúvida em relação à pergunta.;Sim;Google Assistant, Alexa (Amazon), Google Translate, Shazam, Outro ChatBot (seja em website e/ou WhatsApp);Piores;;Aumento da produtividade, Redução de erros humanos, Automatização de tarefas, Análise avançada de dados;Não;Ligação com erp para automação de processos logísticos e dados para cliente;3;Em um futuro próximo;Analistas de logística, assistentes de tarefas;;;;;;;
18 -24;Feminino;Superior Completo;Têxtil e Moda USP;Estilista e Designer gráfica ;Sim;Não;;;;;;;;;;;Siri (Apple), Google Translate, Shazam;Melhores;;Redução de erros humanos, Otimização de tempo, Automatização de tarefas, Análise avançada de dados;Algumas ferramentas dentro do Photoshop e Illustrator ;.;3;Em um futuro distante;Design gráfico, edição de imagem;;;;;;;
